Timestamp,In which country are you currently located?,In which city are you currently located?,How old are you?,What is your gender?,"During your daytime activities, how much of a problem do you have with sleepiness?",What time do you try to go to sleep?,What is the main reason you go to bed at this time on weekdays?,How long does it take you to fall asleep?,What time do you wake up?,What is the main reason you wake up at this time on weekdays?,After falling asleep how long do you spend awake during the night?,How would you rate the quality of your sleep?,What external factors influenced how well you slept last night?,How rested or refreshed do you feel when you wake up for the day?,"On average, how long do you nap during each weekday?",What time does your (school) day start?,What time do you try to go to sleep?,How long does it take you to fall asleep?,What time do you wake up?,Are you free to wake up when you want on weekends?,After falling asleep how long do you spend awake during the night?,How would you rate the quality of your sleep?,How rested or refreshed do you feel when you wake up for the day?,"On average, how long do you nap each Saturday and Sunday?",How many caffeinated drinks do you have during the day?,What time do you have your last caffeinated drink?,"Each weekday, how many hours on average do you use technology (outside of school)?",How often do you use technology during the last hour before you go to sleep?,How often do you use technology after you have gone to bed?,How often do you wake up at night from notifications?,How many days did you do sport/physical activity in the morning before school?,How many days did you do sport/physical activity in the afternoon after school?,How many days did you do sport/physical activity in the evening on school days?,How many days did you do sport/physical activity on the weekend?,"If you did not have your sports or physical activity, would you go to bed earlier or later?","If you did not have your sports or physical activity, would you wake up earlier or later?",How many days did you study/do homework in the morning before school?,How many days did you study/do homework in the afternoon after school?,How many days did you study/do homework in the evening on days that you have school?,How many days did you study/do homework on the weekend?,How many hours did you study/do homework?,How often have you arrived late to class because you overslept?,"Currently, what are your grades in school mostly?","If you compare yourself to other people your age, how would you describe your health?",How often do I go to bed and think about things I need to do?,How often do I go to bed and replay the day’s events over and over in my mind?,How often do I check my clock several times during the night?,"During the 1 hour before bedtime, how often do things happen that make me feel strong emotions?",How often do I go to bed feeling upset?,How often do I go to bed and worry about things happening at home or at school?
23/09/2021 04:24:19,Australia,Perth,12,Female,1,20.5,My parent / carer has set my bedtime,10,6.5,Other,0,4,Room too hot/cold,3,60,8.5,22.5,5,9,No,0,3,4,20,1,,7-8 hours,4,1,0,0,0,3,2,The same as you usually do,The same as you usually do,0,2,2,1,2,Never,B’s and C’s,2,3,5,4,3,2,4
23/09/2021 04:25:27,Australia,Perth,12,Prefer not to say,1,21,My parent / carer has set my bedtime,20,6.5,Other,5,4,None,4,0,8.5,10,20,8,Yes,10,5,5,0,,,3-4 hours,5,0,0,,,,,,,,,,,,,,,,,,,,
23/09/2021 04:25:28,Australia,Perth,12,Male,1,22.5,Other,30,6.5,"I don’t know, I just wake up",60,4,None,3,0,8.5,23,30,9,No,30,4,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 04:25:33,Australia,Perth,13,Female,1,22.5,I finish socialising,20,6.5,My alarm clock wakes me up,0,3,None,3,0,8.5,11.5,10,8,No,0,4,4,0,1,8,3-4 hours,5,3,0,0,5,0,1,The same as you usually do,The same as you usually do,0,0,2,0,2,Never,B’s,2,3,2,2,1,1,2
23/09/2021 04:25:42,Australia,Perth,14,Male,4,21.5,My parent / carer has set my bedtime,45,6,My alarm clock wakes me up,20,1,Other,3,0,6,10.5,60,9.5,Yes,0,3,3,0,2,18,3-4 hours,4,0,0,1,3,3,2,Earlier than you usually do,The same as you usually do,,,,,,,,,,,,,,
23/09/2021 04:26:05,Australia,perth,14,Male,1,21.5,My parent / carer has set my bedtime,60,6.5,My alarm clock wakes me up,90,2,Room too hot/cold,1,20,20.5,22.5,30,10,Yes,20,4,4,10,1,8,9 or more hours,5,1,0,0,0,2,2,The same as you usually do,The same as you usually do,1,4,4,2,10,Once,A’s,3,5,4,4,3,3,2
23/09/2021 04:26:05,Australia,Perth,13,Female,1,22,I finish my homework,20,7.5,My parent/carer or another family member wakes me up,0,3,Other,1,0,8.5,23,10,8.5,Yes,0,4,4,10,0,13,1-2 hours,3,0,0,0,2,2,0,Earlier than you usually do,The same as you usually do,1,3,3,1,1,Never,A’s,4,3,2,0,1,2,2
23/09/2021 04:26:39,Australia,Perth,13,Female,2,21,I feel sleepy,120,5,"I don’t know, I just wake up",45,2,Other,2,0,8.5,9,120,5,No,45,2,2,0,5,8.5,3-4 hours,3,2,0,4,5,5,2,Earlier than you usually do,Later than you usually do,0,2,1,1,2,Never,A’s,2,5,5,2,5,4,5
23/09/2021 04:27:16,Australia,Perth,14,Female,2,23,I feel sleepy,7,7.5,Noises or my pet wakes me up,0,4,Pet disturbance,3,0,8.5,1.5,0,8,No,1,5,5,0,2,16,9 or more hours,5,5,0,0,2,2,2,Later than you usually do,Later than you usually do,1,3,2,2,9,Once,A’s,3,2,4,0,1,0,1
23/09/2021 04:28:05,Australia,Perth,13,Female,1,22,I feel sleepy,60,7,My alarm clock wakes me up,0,4,None,4,0,8.5,22,60,8,Yes,0,4,4,0,0,,1-2 hours,2,2,0,2,3,,2,The same as you usually do,Later than you usually do,0,0,2,1,3,Once,A’s,3,4,4,4,2,2,2
23/09/2021 04:28:53,Australia,Perth,13,Female,1,10.5,I finish my homework,20,6.5,My alarm clock wakes me up,5,3,Other,2,0,8.5,23.5,15,7.5,No,5,3,3,0,,,,,,,,,,,,,,,,,,,,2,,,,,,
23/09/2021 04:30:02,Australia,Perth,13,Male,2,21,I feel sleepy,20,7,My alarm clock wakes me up,15,4,Other,3,0,8.5,22.5,5,9,No,15,4,4,0,0,,1-2 hours,3,0,0,0,3,5,1,The same as you usually do,The same as you usually do,0,3,3,1,1,Never,B’s and C’s,3,2,0,0,2,2,2
23/09/2021 04:30:05,Australia,Perth,14,Female,1,21,My parent / carer has set my bedtime,45,7,My alarm clock wakes me up,2,4,Noises outside your home,3,10,8.5,0.5,20,8.5,Yes,120,2,4,60,1,18,5-6 hours,5,5,0,2,2,1,1,The same as you usually do,Later than you usually do,1,0,2,0,3,Twice,A’s and B’s,3,5,5,4,4,1,5
23/09/2021 04:31:13,Australia,Perth,14,Female,1,21,Other,20,6.5,My parent/carer or another family member wakes me up,10,4,Phone/technology noise or light,3,60,8.5,10.5,20,8,No,10,4,5,0,1,19,7-8 hours,5,5,0,0,5,5,2,Earlier than you usually do,Earlier than you usually do,0,0,0,1,1,Never,A’s and B’s,2,4,4,3,4,2,2
23/09/2021 04:32:13,Australia,Perth,13,Prefer not to say,3,23,I finish my homework,40,7,My alarm clock wakes me up,30,3,Other,1,0,8.5,0,30,11,No,30,4,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 04:33:09,Australia,perth,13,Female,2,23,I finish socialising,45,5,My parent/carer or another family member wakes me up,10,4,Room too hot/cold,2,20,8.5,11.5,45,9.5,No,0,4,3,50,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 04:33:18,Australia,Perth,13,Prefer not to say,3,19.5,My parent / carer has set my bedtime,30,5.5,My alarm clock wakes me up,0,3,Other,2,0,8.5,20,10,7.5,Yes,0,2,2,0,1,17,1-2 hours,2,0,0,5,5,0,1,The same as you usually do,The same as you usually do,2,3,3,2,3,Never,A’s and B’s,4,5,5,0,3,3,5
23/09/2021 04:33:38,Australia,Perth,13,Male,1,21,Other,20,6.5,My alarm clock wakes me up,0,3,None,4,0,8.5,9,20,7,Yes,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 04:33:39,Australia,Perth,13,Male,1,20.5,My parent / carer has set my bedtime,15,7.5,My parent/carer or another family member wakes me up,0,5,Other,3,0,8.5,22,15,9,No,0,5,3,0,,,1-2 hours,3,0,0,0,5,5,2,Later than you usually do,Later than you usually do,0,2,2,2,2,Twice,A’s and B’s,3,3,3,2,1,1,1
23/09/2021 04:34:19,Australia,perth,13,Male,1,8.5,My parent / carer has set my bedtime,30,5,Other,60,3,Other,2,30,8.5,22,60,9,No,30,5,4,20,4,7.5,3-4 hours,1,2,0,1,3,2,2,The same as you usually do,The same as you usually do,0,3,2,0,3,Twice,C’s,4,1,5,3,4,3,3
23/09/2021 04:34:33,Australia,Perth,14,Non-binary,3,1.5,I feel sleepy,170,6.5,My parent/carer or another family member wakes me up,70,2,None,1,0,8.5,3,60,16,Yes,140,2,2,90,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 04:35:33,Australia,Perth,13,Female,1,22,I feel sleepy,7,7,My alarm clock wakes me up,0,4,Phone/technology noise or light,3,0,8.5,22.5,10,9,No,0,4,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 04:36:17,Australia,Perth,13,Male,0,9,My parent / carer has set my bedtime,90,7,"I don’t know, I just wake up",0,3,None,4,0,8.5,22,90,8.5,Yes,0,4,4,0,0,,3-4 hours,2,2,0,0,,0,1,The same as you usually do,The same as you usually do,0,3,0,2,5,Never,A’s and B’s,2,3,1,2,1,1,1
23/09/2021 04:36:44,Australia,Perth,13,Male,1,22,My parent / carer has set my bedtime,20,5.5,My alarm clock wakes me up,10,3,Noises outside your home,3,5,8.5,22.5,25,9,No,5,4,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 04:37:02,Australia,Perth,13,Male,1,21.5,I finish my homework,25,6.5,My alarm clock wakes me up,10,3,Phone/technology noise or light,3,5,8.5,22.5,35,10,No,10,3,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 04:37:18,Australia,perth,14,Female,2,21.5,I feel sleepy,30,7,My parent/carer or another family member wakes me up,15,3,Pet disturbance,3,0,8.5,23,30,9,Yes,0,3,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 04:37:40,Australia,perth,13,Female,2,23.5,Other,30,7.5,"I don’t know, I just wake up",0,3,Phone/technology noise or light,4,0,8.5,22,40,8,No,0,3,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 04:37:56,Australia,Perth,13,Female,2,22,I finish socialising,90,5.5,My alarm clock wakes me up,20,3,Phone/technology noise or light,2,0,8.5,23,90,9,Yes,30,4,3,0,0,,5-6 hours,4,3,0,0,3,3,2,The same as you usually do,Later than you usually do,1,4,4,2,10,Never,A’s and B’s,2,5,5,4,1,2,3
23/09/2021 04:39:42,Australia,Perth,13,Female,0,20.5,My parent / carer has set my bedtime,8,6.5,"I don’t know, I just wake up",0,5,None,5,0,8.5,21,8,7,No,5,5,5,0,0,,1-2 hours,2,1,0,4,4,4,2,The same as you usually do,The same as you usually do,2,3,3,2,3,Never,B’s and C’s,3,2,1,1,1,1,5
23/09/2021 04:40:21,Australia,perth western australia ,14,Female,4,22,I finish my homework,60,5,My alarm clock wakes me up,60,2,Other,1,0,8.5,23,100,8.5,No,75,3,2,120,0,,1 hour or less,2,3,0,0,2,2,,,,,,,,,,,,,,,,,
23/09/2021 04:40:58,Australia,Perth,13,Female,2,10,My parent / carer has set my bedtime,45,18.5,My parent/carer or another family member wakes me up,5,3,Other,1,0,8.5,10.5,30,9,No,2,3,1,0,2,16.5,3-4 hours,2,1,0,0,1,0,1,The same as you usually do,Later than you usually do,0,0,1,1,2,Once,B’s and C’s,3,4,3,1,2,2,3
23/09/2021 04:41:08,Australia,Perth,13,Female,1,9,I finish my homework,15,6.5,My alarm clock wakes me up,2,3,None,2,30,8.5,23,25,7,Yes,2,4,4,60,2,13,3-4 hours,3,2,2,,,,,,,0,4,2,1,3,Never,B’s and C’s,,,,,,,
23/09/2021 04:41:38,Australia,perth,13,Female,2,22,I finish my homework,30,6,My alarm clock wakes me up,5,3,Other,1,0,8.5,23,30,8.5,No,0,4,3,0,,,3-4 hours,2,1,0,4,5,5,2,The same as you usually do,Later than you usually do,0,3,2,1,4,Twice,A’s and B’s,4,4,2,1,3,3,2
23/09/2021 04:42:19,Australia,Perth,11,Male,3,20.5,My parent / carer has set my bedtime,71,6.5,"I don’t know, I just wake up",30,2,Other,3,0,8.5,20.5,71,6.5,No,30,3,3,0,1,7,1 hour or less,0,0,1,1,5,1,2,The same as you usually do,The same as you usually do,0,2,1,1,5,Never,A’s and B’s,3,2,1,5,1,1,1
23/09/2021 04:43:56,Australia,Perth,13,Male,1,21,I feel sleepy,20,6.5,My alarm clock wakes me up,5,3,Family/people disturbance,1,10,8.5,21.5,20,8.5,No,15,3,2,45,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 04:44:39,Australia,Perth,13,Female,1,21,I feel sleepy,20,6,My alarm clock wakes me up,5,4,None,2,5,8.5,22.5,20,7,Yes,10,4,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 04:46:42,Australia,Perth,13,Female,0,23,I finish socialising,5,6.5,My alarm clock wakes me up,0,5,Phone/technology noise or light,4,0,8.5,22,5,6.5,No,0,5,4,0,0,,3-4 hours,5,5,3,0,3,3,2,Earlier than you usually do,Later than you usually do,,,,,,,,,,,,,,
23/09/2021 04:46:45,Australia,Perth,13,Male,1,21,I finish socialising,20,7.5,My parent/carer or another family member wakes me up,20,4,None,2,120,8.5,22,20,6.5,Yes,40,4,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 04:46:51,Australia,Perth,69,Female,2,21,My parent / carer has set my bedtime,20,6,My alarm clock wakes me up,0,3,Phone/technology noise or light,2,0,8.5,22.5,50,9.5,Yes,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 04:47:40,Australia,Perth,13,Female,1,21,My parent / carer has set my bedtime,30,6,My alarm clock wakes me up,10,4,Other,3,0,8.5,21.5,30,8,Yes,10,4,4,30,0,,3-4 hours,4,3,0,0,3,3,1,Later than you usually do,Later than you usually do,0,3,3,1,6,Twice,A’s and B’s,4,3,4,3,5,5,5
23/09/2021 04:49:36,Australia,Perth,13,Female,2,21.5,My parent / carer has set my bedtime,20,6.5,"I don’t know, I just wake up",15,4,None,4,0,8.5,22,10,7,Yes,10,4,4,0,0,,3-4 hours,2,0,0,,,,,,,0,4,4,0,1,Once,B’s and C’s,3,1,3,1,1,1,2
23/09/2021 04:49:51,Australia,Australia ,14,Female,1,21.5,My parent / carer has set my bedtime,30,6.5,My parent/carer or another family member wakes me up,10,3,None,3,0,8.5,12,15,6,No,10,3,3,0,1,6.5,5-6 hours,3,1,0,0,5,5,2,The same as you usually do,The same as you usually do,1,3,2,2,1,Once,A’s and B’s,3,3,3,2,2,2,2
23/09/2021 04:50:17,Australia,Perth,13,Female,3,21,My parent / carer has set my bedtime,45,7,My alarm clock wakes me up,10,3,Phone/technology noise or light,2,0,8.5,23.5,30,8.5,Yes,10,4,2,0,1,22,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 04:50:57,Australia,Perth,14,Female,0,23,I feel sleepy,5,7,My alarm clock wakes me up,0,5,None,4,0,8.5,1,6,8.5,Yes,0,5,4,0,1,9,5-6 hours,5,1,0,,,,,,,1,2,2,1,5,Twice,A’s and B’s,,,,,,,
23/09/2021 04:51:11,Australia,perth,13,Male,0,19.5,My parent / carer has set my bedtime,20,7,"I don’t know, I just wake up",0,5,Noises outside your home,4,0,8.5,20.5,20,7.5,Yes,0,5,4,0,0,,1 hour or less,0,0,0,0,5,0,2,The same as you usually do,The same as you usually do,0,4,0,1,5,Never,B’s,4,1,1,0,0,0,0
23/09/2021 04:54:42,Australia,Fremantle,14,Female,1,21,My parent / carer has set my bedtime,45,6.5,My parent/carer or another family member wakes me up,5,3,None,4,0,8.5,22,45,9.5,Yes,0,3,4,0,,,,,,,,,,,,,0,2,3,2,3,Never,A’s and B’s,3,3,1,1,0,1,3
23/09/2021 05:43:58,Australia,Perth,15,Male,4,1.5,I feel sleepy,30,7,"I don’t know, I just wake up",0,4,Phone/technology noise or light,3,0,8.5,2.5,30,9,Yes,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 05:44:17,Australia,Perth,14,Female,1,20,I feel sleepy,5,4,My alarm clock wakes me up,0,5,None,3,0,8.5,9,5,4,No,0,5,4,0,,,1-2 hours,1,0,0,5,3,3,1,The same as you usually do,Later than you usually do,0,2,0,1,1,Never,A’s,4,1,1,0,1,1,1
23/09/2021 05:44:37,Australia,Perth,15,Female,1,22,My parent / carer has set my bedtime,50,6,My alarm clock wakes me up,30,3,Other,2,0,8.5,23.5,45,7,Yes,35,3,4,0,0,,3-4 hours,4,1,0,1,1,0,1,The same as you usually do,The same as you usually do,1,3,5,1,4,Twice,A’s and B’s,2,5,5,2,5,2,4
23/09/2021 05:44:39,Australia,Perth,15,Male,0,2,I feel sleepy,240,7,My parent/carer or another family member wakes me up,120,4,None,4,0,8.5,3,240,9,Yes,120,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 05:44:45,Australia,Perth,14,Male,1,0,I finish socialising,5,8,My parent/carer or another family member wakes me up,5,5,Phone/technology noise or light,5,0,8.5,1,2,10.5,Yes,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 05:44:54,Australia,perth,14,Male,1,23,I finish socialising,10,7,My parent/carer or another family member wakes me up,0,5,Phone/technology noise or light,4,0,8,11.5,10,9.5,Yes,0,5,4,0,1,13.5,3-4 hours,3,3,0,0,2,2,2,The same as you usually do,The same as you usually do,0,0,0,0,0,Never,A’s and B’s,4,2,3,0,1,1,1
23/09/2021 05:45:21,Australia,Perth,15,Male,0,22,I feel sleepy,10,7.5,"I don’t know, I just wake up",0,5,None,4,0,8.5,22.5,5,8.5,No,0,5,4,0,,,,,,,0,2,2,1,The same as you usually do,The same as you usually do,0,1,1,2,2,Once,A’s and B’s,,,,,,,
23/09/2021 05:45:26,Australia,Perth,14,Female,1,0,I feel sleepy,5,7.5,My alarm clock wakes me up,0,5,Room too hot/cold,2,0,8.5,1,5,10.5,No,0,5,3,0,1,7,3-4 hours,5,5,0,0,3,3,2,Later than you usually do,Later than you usually do,0,5,5,1,6,Several Times,A’s,2,4,4,0,3,3,4
23/09/2021 05:45:50,Australia,Perth,14,Female,1,20,My parent / carer has set my bedtime,60,6.5,"I don’t know, I just wake up",10,3,None,4,0,8.5,8.5,30,7,No,10,3,4,0,1,7,1-2 hours,1,0,0,2,2,1,2,The same as you usually do,Later than you usually do,0,2,2,1,4,Twice,A’s,4,3,3,1,3,2,3
23/09/2021 05:46:23,Australia,Perth,14,Female,1,22,My TV shows are over,5,6,My alarm clock wakes me up,10,3,Other,3,0,8.5,23,5,9.5,Yes,0,3,2,0,0,,3-4 hours,4,0,0,0,2,0,2,The same as you usually do,The same as you usually do,0,1,1,1,1,Never,A’s and B’s,3,2,1,2,2,2,3
23/09/2021 05:46:49,Australia,Perth,15,Male,1,22,I feel sleepy,2,6,My alarm clock wakes me up,0,3,Room too hot/cold,3,0,6.5,12,2,7.5,Yes,0,4,5,0,1,7,1-2 hours,4,4,0,0,3,0,2,Later than you usually do,The same as you usually do,0,4,0,1,2,Never,A’s and B’s,2,3,2,0,2,1,2
23/09/2021 05:46:54,Australia,Perth,14,Male,1,22.5,I finish socialising,2,6.5,My alarm clock wakes me up,0,4,Phone/technology noise or light,3,0,8.5,0,5,7.5,Yes,0,4,4,0,0,13,3-4 hours,3,3,0,0,4,4,1,The same as you usually do,The same as you usually do,0,5,5,0,5,Once,A’s and B’s,2,5,3,0,1,1,1
23/09/2021 05:47:02,Australia,Perth,14,Female,1,21.5,I finish my homework,15,7,My alarm clock wakes me up,0,4,Phone/technology noise or light,3,0,8.5,12,10,9.5,No,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 05:47:04,Australia,Perth,15,Male,1,21.5,Other,45,6.5,"I don’t know, I just wake up",5,4,Other,4,0,9,10.5,30,7,No,5,5,4,0,,,5-6 hours,4,0,0,1,5,4,2,The same as you usually do,The same as you usually do,0,1,1,2,4,Never,A’s and B’s,,,,,,,
23/09/2021 05:47:37,Australia,Perth,15,Male,1,9,I feel sleepy,5,6,"I don’t know, I just wake up",0,5,Room too hot/cold,3,0,8.5,10,5,5,Yes,10,4,2,0,0,,1-2 hours,4,0,0,0,1,2,2,Later than you usually do,Earlier than you usually do,1,3,2,2,4,Once,A’s and B’s,4,5,3,2,2,1,2
23/09/2021 05:47:41,Australia,Perth,14,Female,1,21.5,I feel sleepy,15,6,Other,15,4,Other,4,10,8.5,22.5,15,7,Yes,10,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 05:48:05,Australia,Perth,15,Male,1,22.5,I feel sleepy,5,7,My parent/carer or another family member wakes me up,0,4,None,3,0,8.5,23.5,5,7,Yes,0,3,3,0,,,3-4 hours,4,0,0,0,1,0,0,The same as you usually do,The same as you usually do,0,0,4,0,6,Never,A’s and B’s,2,2,2,1,1,0,2
23/09/2021 05:48:13,Australia,Perth,15,Female,0,21.5,My parent / carer has set my bedtime,30,7,My parent/carer or another family member wakes me up,0,4,None,4,0,8.5,23.5,30,8.5,Yes,0,4,4,0,0,,3-4 hours,3,0,0,0,2,2,1,Later than you usually do,The same as you usually do,0,2,3,1,6,Never,A’s,3,4,3,1,1,1,2
23/09/2021 05:48:15,Australia,Perth,14,Female,0,9,My parent / carer has set my bedtime,45,6,My parent/carer or another family member wakes me up,60,4,None,4,0,8.5,9.5,45,8.5,No,30,4,4,0,0,,1-2 hours,2,0,0,2,5,3,1,The same as you usually do,The same as you usually do,0,3,1,2,2,Twice,A’s and B’s,4,5,5,1,1,2,2
23/09/2021 05:49:21,Australia,Perth,14,Female,1,21,I finish my homework,25,5,My alarm clock wakes me up,0,4,Noises outside your home,4,0,8.5,10,40,5,Yes,0,4,4,0,3,7,3-4 hours,1,0,0,5,3,0,2,The same as you usually do,The same as you usually do,3,5,5,2,35,Never,A’s,3,5,2,0,1,1,2
23/09/2021 05:49:57,Antarctica,Perth,24,Male,2,22,My parent / carer has set my bedtime,100,6.5,Other,20,4,None,1,30,8.5,2,30,11,Yes,20,4,5,120,,,3-4 hours,3,0,0,,,,,,,,,,,,,,,,,,,,
23/09/2021 05:50:02,Australia,perth,15,Male,1,22.5,Other,30,6.5,My alarm clock wakes me up,5,3,Room too hot/cold,3,0,8.5,1.5,20,11.5,Yes,10,4,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 05:50:08,Australia,Perth,14,Female,3,22.5,I feel sleepy,5,7.5,"I don’t know, I just wake up",10,2,Phone/technology noise or light,1,0,8.5,11,5,8.5,Yes,10,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 05:50:12,Australia,Perth,14,Male,0,20.5,I feel sleepy,30,5.5,My alarm clock wakes me up,0,5,Room too hot/cold,5,0,8,9.5,30,6,No,0,5,5,0,1,15,3-4 hours,4,0,0,0,4,4,2,Later than you usually do,The same as you usually do,4,4,2,2,8,Never,A’s and B’s,4,4,4,1,3,2,3
23/09/2021 05:50:18,Australia,Perth,14,Male,1,21.5,My parent / carer has set my bedtime,40,8,My parent/carer or another family member wakes me up,0,4,Room too hot/cold,3,0,8.5,11.5,20,9.5,Yes,0,5,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 05:50:26,Australia,Perth,14,Female,1,21.5,I finish my homework,25,6,My alarm clock wakes me up,0,4,Other,4,0,8.5,22,20,8.5,Yes,20,4,4,60,0,,1-2 hours,2,1,0,0,3,2,1,The same as you usually do,Earlier than you usually do,2,3,3,1,5,Never,A’s,3,3,3,1,1,1,3
23/09/2021 05:51:09,Australia,Perth,14,Prefer not to say,3,9.5,I feel sleepy,45,6,My alarm clock wakes me up,3,2,Family/people disturbance,2,0,8.5,10,30,8.5,No,5,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 05:51:17,Australia,Perth,14,Male,1,21,Other,5,7,My alarm clock wakes me up,0,5,None,4,0,8.5,11,5,9.5,Yes,0,5,5,0,1,5,1 hour or less,2,0,0,0,1,1,0,Later than you usually do,The same as you usually do,0,5,,,,,,,,,,,,
23/09/2021 05:51:20,Australia,fremantle,14,Male,1,21.5,I feel sleepy,15,6,My alarm clock wakes me up,0,3,None,3,0,8.5,9.5,5,7.5,Yes,0,4,4,0,1,6.5,1-2 hours,2,0,0,,,,,,,0,2,0,2,2,Never,B’s,,,,,,,
23/09/2021 05:54:15,Australia,Perth,14,Female,3,22,I finish my homework,45,6.5,My alarm clock wakes me up,30,1,Pet disturbance,1,0,8.5,22,50,7.5,No,25,2,2,0,,,1-2 hours,1,,,,,,,,,3,5,3,1,,Once,B’s and C’s,1,4,5,3,4,3,4
23/09/2021 05:55:35,Australia,Perth,14,Female,2,23.5,I finish my homework,30,5,Other,27,2,Other,2,0,8,10.5,40,6.5,No,20,4,3,0,0,,3-4 hours,4,0,0,5,1,0,1,Earlier than you usually do,Later than you usually do,3,5,5,2,8,Never,A’s,1,5,5,1,5,5,5
23/09/2021 05:56:01,Australia,Perth,15,Male,1,22,Other,20,7,My alarm clock wakes me up,20,3,Phone/technology noise or light,3,10,8.5,12,10,10,Yes,10,4,4,10,1,21,5-6 hours,4,3,0,0,4,4,1,Later than you usually do,Later than you usually do,0,3,3,1,3,Several Times,B’s,3,2,1,1,1,0,2
23/09/2021 05:57:36,Australia,Perth ,16,Female,2,21.5,Other,30,6.5,My alarm clock wakes me up,10,3,Room too hot/cold,2,0,8.5,22.5,30,8,Yes,10,4,3,0,0,,3-4 hours,5,3,0,0,1,4,1,The same as you usually do,The same as you usually do,3,2,3,2,4,Once,B’s,4,5,5,3,1,2,5
23/09/2021 05:57:56,Australia,Perth,14,Female,2,1.5,Other,30,6.5,My parent/carer or another family member wakes me up,0,3,Other,2,0,8,4,45,9,No,0,3,2,30,2,21,3-4 hours,3,1,0,3,3,2,1,The same as you usually do,The same as you usually do,1,3,5,2,9,Never,A’s and B’s,3,3,2,5,2,1,3
23/09/2021 05:59:38,Australia,Perth ,15,Female,2,22.5,I finish my homework,30,6.5,My alarm clock wakes me up,0,3,Other,1,0,8,10.5,20,8,No,0,4,3,0,1,16.5,1 hour or less,2,0,0,0,2,0,1,The same as you usually do,Later than you usually do,0,5,5,2,12,Never,A’s,3,3,3,1,2,2,3
23/09/2021 06:05:29,Australia,Perth,15,Male,2,22,My parent / carer has set my bedtime,50,7,My parent/carer or another family member wakes me up,0,4,Room too hot/cold,2,0,8.5,10.5,30,18,Yes,0,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 06:05:38,Australia,australia,17,Male,1,22,Other,90,7.5,Other,15,2,Other,3,0,8.5,11.5,30,8,No,15,3,3,120,,,,,,,5,3,2,2,Later than you usually do,Later than you usually do,,,,,,,,,,,,,,
23/09/2021 06:07:36,Australia,Perth,17,Female,1,21.5,Other,10,4,My alarm clock wakes me up,20,3,None,3,0,7.5,9.5,10,5,No,10,3,2,0,0,,3-4 hours,5,4,0,5,,3,1,,,2,2,2,2,2,Never,B’s and C’s,4,4,3,2,3,2,4
23/09/2021 06:07:47,Australia,Perth,15,Male,1,10.5,My parent / carer has set my bedtime,10,7.5,My parent/carer or another family member wakes me up,0,4,None,1,5,8.5,11,10,10,Yes,0,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 06:07:54,Australia,Perth,14,Male,1,9.5,I feel sleepy,10,6,My alarm clock wakes me up,0,4,Family/people disturbance,3,0,8.5,23.5,5,9,Yes,10,5,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 06:08:40,Australia,Perth,18,Female,1,23.5,I finish my homework,15,7.5,My alarm clock wakes me up,5,4,Pet disturbance,3,0,8.5,1,10,8.5,Yes,0,4,4,0,1,8.5,5-6 hours,5,4,1,0,4,4,1,The same as you usually do,The same as you usually do,0,4,4,2,3,Several Times,A’s,4,3,2,0,1,1,2
23/09/2021 06:09:07,Australia,Perth,17,Male,1,22.5,I finish socialising,10,7.5,My alarm clock wakes me up,0,3,Phone/technology noise or light,2,0,8.5,0,20,6,No,0,2,2,60,0,,3-4 hours,5,1,0,0,3,2,1,Later than you usually do,Later than you usually do,0,3,3,2,11,Several Times,A’s and B’s,3,2,1,0,2,2,3
